0,0.96
1,1.0
2,0.972222222222
3,0.967741935484
4,0.931034482759
5,0.925925925926
6,0.9375
7,1.0
8,1.0
9,1.0
10,0.962962962963
11,1.0
12,0.923076923077
13,0.970588235294
14,1.0
15,1.0
16,1.0
17,1.0
18,0.964285714286
19,0.958333333333
20,0.857142857143
21,0.0
22,0.923076923077
23,0.0
24,0.0
25,0.0
26,0.0
27,0.952380952381
28,0.0
29,1.0
30,0.0416666666667
31,0.0
32,0.636363636364
33,0.181818181818
34,0.95
35,0.9
36,0.0
37,0.0
38,0.0
39,0.95652173913
40,1.0
41,0.0
42,0.0
43,1.0
44,0.0
45,0.882352941176
46,0.923076923077
47,0.939393939394
48,0.0
49,0.0
50,0.0
51,1.0
52,0.0
53,1.0
54,1.0
55,0.0
56,0.0
57,0.0
58,1.0
59,1.0
60,0.0
61,0.0
62,0.0
63,0.208333333333
64,0.0217391304348
65,0.0
66,0.296296296296
67,0.0
68,0.0857142857143
69,0.0434782608696
70,1.0
71,0.0
72,0.0
73,0.0
74,0.209302325581
75,1.0
76,0.0
77,1.0
78,1.0
79,0.0
80,0.891891891892
81,0.945945945946
82,0.941176470588
83,0.958333333333
84,1.0
85,0.95652173913
86,0.954545454545
87,0.967741935484
88,0.30303030303
89,0.928571428571
90,0.892857142857
91,0.934782608696
92,0.88
93,0.972222222222
94,0.0
95,0.904761904762
96,0.0
97,0.85
98,0.923076923077
99,1.0
100,0.0
101,0.0
102,0.0
103,0.969696969697
104,0.942857142857
105,0.933333333333
106,1.0
107,0.964285714286
108,0.030303030303
109,0.904761904762
110,1.0
111,0.958333333333
112,0.925925925926
113,1.0
114,0.0
115,0.0
116,0.975
117,1.0
118,0.916666666667
119,1.0
120,1.0
121,1.0
122,1.0
123,0.954545454545
124,0.9375
125,1.0
126,0.933333333333
127,0.965517241379
128,0.909090909091
129,1.0
130,1.0
131,0.944444444444
132,1.0
133,0.0
134,0.0
135,0.0
136,0.857142857143
137,0.0
138,0.945945945946
139,1.0
140,0.541666666667
141,0.025
142,1.0
143,0.913043478261
144,1.0
145,1.0
146,0.95
147,0.0
148,0.0333333333333
149,0.909090909091
150,0.916666666667
151,0.0
152,0.0
153,0.0
154,0.931034482759
155,0.972972972973
156,0.818181818182
157,0.970588235294
158,0.966666666667
159,0.0
160,1.0
161,0.0
162,1.0
163,0.464285714286
164,1.0
165,0.0
166,0.954545454545
167,0.962962962963
168,1.0
169,1.0
170,1.0
171,1.0
172,1.0
173,1.0
174,1.0
175,0.861111111111
176,0.913043478261
177,0.892857142857
178,0.0
179,0.0
180,0.0
181,1.0
182,0.0384615384615
183,1.0
184,0.0
185,1.0
186,0.0588235294118
187,1.0
188,0.0227272727273
189,0.0
190,0.0
191,1.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.736842105263
198,0.869565217391
199,0.966666666667
200,0.0
201,0.0
202,0.0
203,0.0
204,1.0
205,0.03125
206,0.0
207,0.030303030303
208,0.958333333333
209,0.0243902439024
210,0.0
211,0.928571428571
212,0.0
213,0.0
214,0.925925925926
215,0.181818181818
216,0.0666666666667
217,1.0
218,1.0
219,1.0
220,0.972972972973
221,1.0
222,0.05
223,1.0
224,0.0
225,0.0
226,0.0
227,1.0
228,0.0
229,0.971428571429
230,0.0227272727273
231,0.955555555556
232,1.0
233,1.0
234,0.0243902439024
235,1.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.962962962963
241,0.9375
242,1.0
243,0.0
244,1.0
245,0.974358974359
246,1.0
247,1.0
248,0.846153846154
249,1.0
250,1.0
251,0.923076923077
252,0.947368421053
253,0.952380952381
254,1.0
255,1.0
256,0.0
257,1.0
258,0.0
259,0.0
260,1.0
261,0.0
262,0.888888888889
263,0.875
264,0.3
265,0.25
266,1.0
267,0.0
268,0.933333333333
269,0.95
270,0.0
271,0.0
272,0.75
273,0.9
274,0.0
275,0.5
276,0.0
277,0.0
278,0.0
279,0.75
280,0.857142857143
281,1.0
282,1.0
283,1.0
284,0.0
285,0.0
286,1.0
287,1.0
288,0.777777777778
289,0.9
290,1.0
291,1.0
292,0.888888888889
293,1.0
294,1.0
295,0.0
296,0.441176470588
297,1.0
298,0.6
299,0.0
300,0.0
301,0.0
302,0.0
303,1.0
304,1.0
305,0.0
306,1.0
307,0.0
308,0.971428571429
309,1.0
310,0.0
311,0.0
312,0.0
313,0.8
314,0.0
315,0.0
316,0.777777777778
317,0.857142857143
318,1.0
319,0.969696969697
320,1.0
